storico_id,nome,squadra,stagione,generated_player_uid
453,Szczesny,Juventus,2021-22,0034e9f88d4196fd
2468,Ospina,Napoli,2021-22,801dd2b4b123fbf9
250,Handanovic,Inter,2021-22,5da3be5d6420de71
316,Berisha,Torino,2021-22,4bb5b73295a81c7b
4270,Rui Patricio,Roma,2021-22,4877f67f8857e4d0
1934,Strakosha,Lazio,2021-22,59199003883cab3a
2792,Musso,Atalanta,2021-22,3b761fb1b36efb22
4964,Vicario,Empoli,2021-22,0b5287af594abfbe
509,Consigli,Sassuolo,2021-22,9f3e0708237ab4b8
2178,Cragno,Cagliari,2021-22,15b211f58f8d9ced
2179,Sirigu,Genoa,2021-22,4ae3482e584bba2d
159,Sepe,Salernitana,2021-22,295fdef1c0c6b084
5478,Maenpaa,Venezia,2021-22,dadff10a729b67c5
387,Reina,Lazio,2021-22,262e5843c3cdc5fd
720,Belec,Salernitana,2021-22,758da71c88be7e14
799,Bardi,Bologna,2021-22,f762270eeaf4f576
1917,Dragowski,Fiorentina,2021-22,3ece324229f2ecde
5528,Zovko,Spezia,2021-22,3e6ff8bbc1a00907
3,Radunovic,Cagliari,2021-22,a89e9c49a3c064ba
5005,Zoet,Spezia,2021-22,9a4b7f1de0fdc401
41,Mirante,Milan,2021-22,563f623b98b5f9db
42,Sarr M.,Bologna,2021-22,0b7d703612ba5727
160,Tatarusanu,Milan,2021-22,46429a718ee1938f
220,Ujkani,Empoli,2021-22,13f9e4ee1fe84737
318,Marchetti,Genoa,2021-22,7e78aae817707d72
481,Brignoli,Empoli,2021-22,765169ad85708706
510,Pegolo,Sassuolo,2021-22,ee5839e91451b94f
1843,Radu I.,Inter,2021-22,18050c218e0ef117
1889,Cordaz,Inter,2021-22,03736049b350ae68
1946,Aresti,Cagliari,2021-22,123d7e89145f1d30
1947,Fiorillo,Salernitana,2021-22,15449a58a13575d5
2091,Plizzari,Milan,2021-22,2643422fcfc58f6a
2249,Santurro,Udinese,2021-22,d9b4a7f93ba7fac4
2628,Romero S.,Venezia,2021-22,f6b395d9435307c8
2781,Fuzato,Roma,2021-22,f112ae925abd692b
2790,Rosati,Fiorentina,2021-22,5be9ca40bd57b07c
4441,Andrenacci,Genoa,2021-22,bc1ad4f890ad429c
4491,Berardi A.,Verona,2021-22,330896d38870611c
4525,Gemello,Torino,2021-22,731d5c16ae66afa3
4977,Ravaglia,Sampdoria,2021-22,34f0441ba64eb708
4981,Krapikas,Spezia,2021-22,a2174e54a86bb687
4996,Pandur,Verona,2021-22,db03fc7ce645af52
5304,Boer,Roma,2021-22,4a6b6692adf2a1ab
5306,Alia,Lazio,2021-22,8585746e657f20be
5333,Gasparini,Udinese,2021-22,c012d62dc9d4ceec
5448,Furlan,Empoli,2021-22,6dcd68981dd6aa1e
5502,Adamonis,Lazio,2021-22,1f67973e366b0d54
5518,Marfella,Napoli,2021-22,f36e8ef2e63421e1
5521,Bertinato,Venezia,2021-22,1edcc0757e788c02
5682,Molla,Bologna,2021-22,3d94c3bf161a0d16
5704,Russo,Salernitana,2021-22,0a72cbd38bd6a8c4
5707,Piana,Udinese,2021-22,39f3a4707ff330ef
5713,Neri,Venezia,2021-22,1fc690842f4645b7
4292,Hernandez T.,Milan,2021-22,8e29a714e405d250
392,Koulibaly,Napoli,2021-22,f19a475c1a5824e4
581,Faraoni,Verona,2021-22,2e22a4928dd6adcf
798,Skriniar,Inter,2021-22,b0acc4a0dd544263
4998,Molina N.,Udinese,2021-22,9b01020f64dbf837
286,Bonucci,Juventus,2021-22,138c691937aef694
357,Calabria,Milan,2021-22,de471946103842ff
4307,Romero,Atalanta,2021-22,96b0eaa2d74f7366
4899,Singo,Torino,2021-22,1fee50ca5d782a47
4245,Smalling,Roma,2021-22,e66385d647f17e01
4428,De Ligt,Juventus,2021-22,82bbb3ff091b8db0
5355,Udogie,Udinese,2021-22,b01750624e818913
253,D'ambrosio,Inter,2021-22,2fc090439129c2b8
2759,Criscito,Genoa,2021-22,3ac67f5e5c011e04
4904,Mari',Udinese,2021-22,848e9d1588b14284
5332,Bastoni S.,Spezia,2021-22,ac62c14373f7fe57
142,Mario Rui,Napoli,2021-22,128862de4d064550
2181,Palomino,Atalanta,2021-22,3da0bd4118eddf0c
2180,Karsdorp,Roma,2021-22,0cb311a04569fab1
4412,Rodrigo Becao,Udinese,2021-22,97555e74df255bf9
5300,Hickey,Bologna,2021-22,a9637cf61828a7b9
5675,Theate,Bologna,2021-22,d3fb032220cdaaba
118,Radovanovic,Salernitana,2021-22,12575433bce7fcdc
358,De Sciglio,Juventus,2021-22,5b3244ffb2f0af5a
464,Florenzi,Milan,2021-22,21b76eb0d38e224a
4237,Danilo,Juventus,2021-22,a95413d225237417
4331,Ibanez,Roma,2021-22,24161c465bdf2736
4422,Tomiyasu,Bologna,2021-22,f31e3b057ec1c33c
4982,Erlic,Spezia,2021-22,ecac7b77a270c3ab
706,Ansaldi,Torino,2021-22,8bba49c8831618b4
2280,Nuytinck,Udinese,2021-22,a5f822a6e8150831
4332,Demiral,Atalanta,2021-22,c2d469bb18eb8e2d
4421,Augello,Sampdoria,2021-22,bacbbcf32e97793d
5479,Ceccaroni,Venezia,2021-22,3ce9ef52ddec706b
288,Chiellini,Juventus,2021-22,5d389eaf77ca504f
1847,Caldara,Venezia,2021-22,d93c26f96e7ecf5a
2016,Fazio,Salernitana,2021-22,1970c5b3bc78ceb2
2164,Milenkovic,Fiorentina,2021-22,246cb4a0c34a5b3f
2169,Rodriguez R.,Torino,2021-22,b3a2c86da318b2e8
2309,Pezzella Ger.,Fiorentina,2021-22,a86fbf146697f9a1
2784,Colley,Sampdoria,2021-22,d125afeda341d5f5
4530,Kyriakopoulos,Sassuolo,2021-22,b908f71d0d588f5e
4934,Lovato,Cagliari,2021-22,26f2dfabe3cd6a16
5447,Altare,Cagliari,2021-22,a1ba67d3a4620779
5695,Haps,Venezia,2021-22,6244d4500b24e46c
45,Ferrari A.,Sampdoria,2021-22,75c2decbe2851694
76,Romagnoli S.,Empoli,2021-22,dee3d2ee94d8321e
695,Toloi,Atalanta,2021-22,de7386989822d19f
790,Samir,Udinese,2021-22,8a018a44c3456867
1866,Ceppitelli,Cagliari,2021-22,58efd226dc2b2a56
1895,Ferrari G.,Sassuolo,2021-22,070c09296a0a5119
2130,Hateboer,Atalanta,2021-22,d552b0a3e7296cda
2141,Depaoli,Verona,2021-22,85b315d6a8969ab3
2171,Lyanco,Torino,2021-22,6643c39d74397c86
2614,Odriozola,Fiorentina,2021-22,e2f5d722cc527148
2633,Kjaer,Milan,2021-22,af579ccf17de22b8
4407,Igor,Fiorentina,2021-22,78b6854e22ab09d4
4983,Ferrer,Spezia,2021-22,832928c1b942d14e
5450,Stojanovic,Empoli,2021-22,81b02ea8a0216a73
5686,Soppy,Udinese,2021-22,36ff3b759dd2a61f
5748,Hefti,Genoa,2021-22,144e670aa258c49f
11,Conti,Sampdoria,2021-22,146df6acefcef13a
287,Caceres,Cagliari,2021-22,a8794afd41e807f6
2285,Bani,Genoa,2021-22,ffa78f4d51ac0ffe
2739,Reca,Spezia,2021-22,84904c09513b4d5c
2746,Dijks,Bologna,2021-22,0355481cfc7989f2
2865,Aina,Torino,2021-22,f2511ba080550d5b
4185,Maitland-Niles,Roma,2021-22,f9835d58c68dfbdf
4521,Muldur,Sassuolo,2021-22,8220e8801abf877c
4719,Ampadu,Venezia,2021-22,e6a8ec3055c13ce0
4895,Yoshida,Sampdoria,2021-22,cad53fda7dcf5941
4979,Ayhan,Sassuolo,2021-22,b71ce52335acfdc9
5375,Maehle,Atalanta,2021-22,23d12790c4513e1f
5475,Amian,Spezia,2021-22,4353f740965c508c
5693,Kiwior,Spezia,2021-22,61ee048023cb7288
633,Fares,Torino,2021-22,1a42fab9b35ea59e
640,Chiriches,Sassuolo,2021-22,58191a997b8474c4
660,Gyomber,Salernitana,2021-22,1c81387c06e9bb2b
662,Alex Sandro,Juventus,2021-22,4b10719a72083bb9
2083,Biraschi,Genoa,2021-22,80821349f8131450
2104,Bereszynski,Sampdoria,2021-22,a511e382884ec1d9
2174,Venuti,Fiorentina,2021-22,f37c2df9c2016d14
2289,Dalbert,Cagliari,2021-22,ba662a6cb4a3d85b
2318,Rogerio,Sassuolo,2021-22,3f23722d7c3235da
2335,Luiz Felipe,Lazio,2021-22,9695037788b86cb5
2758,Gunter,Verona,2021-22,e2d5b9287fa8dee4
2869,Djidji,Torino,2021-22,2155a0a0127f2107
4329,Nikolaou,Spezia,2021-22,e78f00247129ca9b
4426,Toljan,Sassuolo,2021-22,2a689dfdd901fead
4775,Tuanzebe,Napoli,2021-22,d0ca31b516d12803
4888,Sutalo,Verona,2021-22,66598fb9dc48d2e6
4891,Soumaoro,Bologna,2021-22,283d81e32cec56ec
4925,Carboni A.,Cagliari,2021-22,3a97c1a197b3b4c2
5354,Ruggeri,Salernitana,2021-22,8ddeee4dc1dc47cd
5509,Vina,Roma,2021-22,9dd2e37f8284b26f
5677,Perez N.,Udinese,2021-22,c6f6d2ef7ca71823
5691,Zima,Torino,2021-22,e6772fc0c9395415
5718,Viti,Empoli,2021-22,04014d2ff752942c
226,Izzo,Torino,2021-22,e1a853e5cb66c6b9
259,Murillo,Sampdoria,2021-22,5f8e1015de33be00
550,Maksimovic,Genoa,2021-22,5d6ec873a297ee9c
630,Sala,Spezia,2021-22,9a2505d5dd7d6c91
1868,Murru,Sampdoria,2021-22,68d24287a1263436
2192,Bonifazi,Bologna,2021-22,5f6ddebceb4d44a8
2312,Hristov,Spezia,2021-22,7247f20273eb6a8a
2572,Godin,Cagliari,2021-22,892938f973e8b8c1
4495,Kumbulla,Roma,2021-22,0044df7444266b98
5323,Martinez Quarta,Fiorentina,2021-22,9734d3e10bdbcb07
5365,Dragusin,Salernitana,2021-22,fa81e8a0161021a7
5480,Ebuehi,Venezia,2021-22,c592887315ccea0e
5484,Svoboda,Venezia,2021-22,5f2d6d60a7388542
5804,Cacace,Empoli,2021-22,b2eb19a04db41cf6
15,Masiello,Genoa,2021-22,9168bfc70664de70
73,Gagliolo,Salernitana,2021-22,27d5b330547d5ca6
144,Tonelli,Empoli,2021-22,6c4ed61c30b2403c
261,Ranocchia,Inter,2021-22,bc35fb47fc50183d
329,Radu,Lazio,2021-22,8cd32adbfdfb986a
390,Ghoulam,Napoli,2021-22,e4346c0204393cff
459,Manolas,Napoli,2021-22,8c44fc0bb8e7c8f5
758,Mantovani,Salernitana,2021-22,3d4da0b9d0617e55
805,Fiamozzi,Empoli,2021-22,616e4bdc6fd42461
2116,Farago',Cagliari,2021-22,2441bb7306548c3e
2206,Felicioli,Venezia,2021-22,0d6069a684111979
2328,Vanheusden,Genoa,2021-22,18bd3f41f3e29356
2453,Nastasic,Fiorentina,2021-22,03c906347813f21f
2668,Retsos,Verona,2021-22,d2271abb6c1e6b8d
2769,Magnani,Sampdoria,2021-22,50e256dfcbd4d7c2
4323,Zeegelaar,Udinese,2021-22,f4165c10476afabf
4373,Mateju,Venezia,2021-22,f9a8832b11132c1a
4375,Terzic,Fiorentina,2021-22,7e046fdb19ae592f
4403,Chabot,Sampdoria,2021-22,2ba8ee1b8b47d6f7
4414,Denswil,Bologna,2021-22,6c968480a1193d82
4494,Empereur,Verona,2021-22,9a685d0cb9ba6e37
4881,Czyborra,Genoa,2021-22,3ebe455a8b8cead9
4945,Calafiori,Genoa,2021-22,fdc93d97b11036fb
4946,Frabotta,Verona,2021-22,61e9a815167334a0
4985,Vignali,Spezia,2021-22,48fe828e4e5ec5d0
5445,Binks,Bologna,2021-22,a479211f93f03fd1
5456,Ferrarini,Fiorentina,2021-22,d8ced4c0908ceadd
5461,Kamenovic,Lazio,2021-22,01eb5a1bcbac094f
5463,Aya,Salernitana,2021-22,6ae67d87b78409cc
5464,Bogdan,Salernitana,2021-22,0dff48f39d8b3988
5466,Strandberg,Salernitana,2021-22,8457f9b55d5de5ff
5482,Modolo,Venezia,2021-22,826c7f56ba9c2c1f
5503,Kechrida,Salernitana,2021-22,5329b10a2535ec95
5524,Serpe,Genoa,2021-22,a930370e5d96e067
5747,Ruan,Sassuolo,2021-22,17131f977c61f935
5764,Coppola D.,Verona,2021-22,729d288486394d77
5793,Kasius,Bologna,2021-22,48f9c7460eaa7e13
50,Mbaye,Bologna,2021-22,0b42d4042b5b544d
224,De Maio,Udinese,2021-22,a2cdf13ce307fa29
244,Ghiglione,Genoa,2021-22,3d9c547a0dc8baa3
454,Capradossi,Spezia,2021-22,5257f14edc3f4a14
521,Peluso,Sassuolo,2021-22,141663321f7f42dd
551,Molinaro,Venezia,2021-22,0576741ff9732ef7
2064,Veseli,Salernitana,2021-22,b9699d1d79ac5858
2115,Delli Carri,Salernitana,2021-22,f8da5c5a81b5e614
2208,Jaroszynski,Salernitana,2021-22,be7e5953942679a4
2214,Kolarov,Inter,2021-22,bf55d6eec1e56445
2252,Marchizza,Empoli,2021-22,398103ee70057910
2315,Stryger Larsen,Udinese,2021-22,0f03c0140aab82aa
2793,Opoku,Udinese,2021-22,58dc1cd5eb96a8d0
2838,Imperiale,Empoli,2021-22,20732af09a726646
2860,Malcuit,Napoli,2021-22,d3afcb1d67e76b5c
4366,Armini,Lazio,2021-22,3bb9a03597f75e97
4397,Vavro,Lazio,2021-22,246aa0272ae32eba
4406,Tripaldelli,Cagliari,2021-22,3485b9efde63094c
4493,Dawidowicz,Verona,2021-22,a50da1bbf5a52a93
4519,Cetin,Verona,2021-22,cfa536bc6d8a8913
4758,Benkovic,Udinese,2021-22,f9f45882c504b315
4932,Ballarini,Udinese,2021-22,697c78114dc6749f
4950,Dalle Mura,Fiorentina,2021-22,ce268bec4e44116b
4984,Ramos,Spezia,2021-22,8fbdb4afa61657da
4997,Ruegg,Verona,2021-22,98cef1c046b094bb
5017,Ballo-Toure',Milan,2021-22,9c6eb32fae1ecdd1
5316,Amione,Verona,2021-22,1a6675c3be4185fc
5398,Reynolds,Roma,2021-22,9ef4babe9a3e71a2
5465,Sy,Salernitana,2021-22,1d4daae77833ec89
5473,Kaique Rocha,Sampdoria,2021-22,3e517e7f0ad9dcf8
5483,Schnegg,Venezia,2021-22,62fe2d9a2a19b8bf
5773,Ullmann,Venezia,2021-22,76cd522aeb3989e0
645,Milinkovic-Savic,Lazio,2021-22,b81d576b7c14da1d
2172,Barak,Verona,2021-22,15010db0d8298029
704,Perisic,Inter,2021-22,ba6d0681f4ac0bb6
2775,Ruiz,Napoli,2021-22,8a785a7b9ed08f73
5451,Bajrami,Empoli,2021-22,2d9887f9f8c2ee48
332,Candreva,Sampdoria,2021-22,0349f5f7801bc1b4
335,Felipe Anderson,Lazio,2021-22,560b5203babf02dc
376,Verdi,Salernitana,2021-22,688cc4f4855d1d7e
1980,Aramu,Venezia,2021-22,a72724dd568d60d3
2857,Traore' Hj.,Sassuolo,2021-22,ceb6649b13ef346b
2085,Luis Alberto,Lazio,2021-22,e2625ead0e7cb0d8
4449,Tonali,Milan,2021-22,535a21b8284ea3da
150,Saponara,Fiorentina,2021-22,6386944247c1f146
1850,Kessie',Milan,2021-22,5f8e2c455510682e
4376,Zurkowski,Empoli,2021-22,ea0080a101518d4b
2215,Veretout,Roma,2021-22,4da45f39063178b5
236,Lazovic,Verona,2021-22,eb152dd8391835a1
265,Brozovic,Inter,2021-22,d722ca6981a19fcc
367,Bonaventura,Fiorentina,2021-22,828736aa8034df07
467,Nainggolan,Inter,2021-22,3768eaff93b66cb3
1972,Torreira,Fiorentina,2021-22,618ccb65e9cd4184
4886,Pereiro,Cagliari,2021-22,478c4c0750be0eab
1987,Jankto,Sampdoria,2021-22,9a937ba588917150
2002,Chiesa,Juventus,2021-22,a3a0a96bd2a15797
2009,Lukic,Torino,2021-22,3e7f3ae16fab5b25
4825,Diaz B.,Milan,2021-22,2f1a0948d2c01be6
302,Pereyra,Udinese,2021-22,97bfc067fcea5dde
2744,Svanberg,Bologna,2021-22,abe838431641bb94
2818,Bennacer,Milan,2021-22,8c592ee81f62b9bd
4658,Ikone',Fiorentina,2021-22,cc09b7054d3abd31
4988,Maggiore,Spezia,2021-22,af6de2bea8b48358
5759,Oliveira,Roma,2021-22,a43f9fc96f67c191
2065,Praet,Torino,2021-22,774f1530da9d99b0
2432,Zakaria,Juventus,2021-22,7654ae508ade5a9c
2833,Kulusevski,Juventus,2021-22,6ef0c61f0956a3a3
4515,Agudelo,Spezia,2021-22,e1f23a356258d2a8
4681,Lopez M.,Sassuolo,2021-22,819fd8cdede1ade1
5486,Crnigoj,Venezia,2021-22,0b01628d90ce4cbb
526,Duncan,Fiorentina,2021-22,f69bf5514fde50d7
2414,Vidal,Inter,2021-22,5431a5ce02fa3c14
2625,Soriano,Bologna,2021-22,dc32207c75eee5c4
4498,Henderson L.,Empoli,2021-22,50aff0cb08437add
4693,Amiri,Genoa,2021-22,e758bc1d17e0dc42
5001,Miranchuk,Atalanta,2021-22,c51177fa3c54ccb2
148,Krunic,Milan,2021-22,1cd66c3470973656
2253,Bandinelli,Empoli,2021-22,62966f771b5f2b1c
2778,Stulac,Empoli,2021-22,302f0a2573f07a71
4393,Schouten,Bologna,2021-22,6eef07128842c383
4965,Marin,Cagliari,2021-22,52d9a2cc899a8db7
5329,Makengo,Udinese,2021-22,9b8001a4a690162c
5719,Asllani,Empoli,2021-22,c4b1fe53ba33fb3f
1978,Sensi,Sampdoria,2021-22,8f4f3aa22eac4b0a
1995,Djuricic,Sassuolo,2021-22,f8ab2a5ec8c92186
2121,Melegoni,Genoa,2021-22,585940f347bcfc75
2144,Coulibaly M.,Salernitana,2021-22,dbfc49c1bd49a6e6
2166,Bentancur,Juventus,2021-22,5ff37d1922595629
2741,Pessina,Atalanta,2021-22,416e547dc3285fd5
4377,Castrovilli,Fiorentina,2021-22,27bfe232e9cc5bd9
4522,Amrabat,Fiorentina,2021-22,8c0a0846e9a88e9d
2117,Kastanos,Salernitana,2021-22,6f3d2cb5c1530cae
2392,Walace,Udinese,2021-22,7809df679365595e
4370,Portanova,Genoa,2021-22,d12f392c195cd45a
4415,Skov Olsen,Bologna,2021-22,85f74a72eba99b8e
4869,Dominguez,Bologna,2021-22,1b8f9d2d1a64b744
5287,Arslan,Udinese,2021-22,8d430d542b869d4c
5397,Kovalenko,Spezia,2021-22,fe48b2fbeb7cbc13
170,Badelj,Genoa,2021-22,ceae6b5c0136a786
237,Perotti,Salernitana,2021-22,06c12d32f6a3ce44
406,Callejon,Fiorentina,2021-22,0c816049993c1606
2011,Miguel Veloso,Verona,2021-22,dc392e25091a777f
2076,Rog,Cagliari,2021-22,06d499b5da810455
4514,Nandez,Cagliari,2021-22,09ecc7adcb5304f1
5507,Busio,Venezia,2021-22,558ddbff7450d8be
238,Rincon,Sampdoria,2021-22,f6d7da75b7e05528
272,Medel,Bologna,2021-22,57691a6dd9ecabc1
2209,Lucas Leiva,Lazio,2021-22,3d189a4a580cbfbe
4384,Jagiello,Genoa,2021-22,7c5bf7bbe352db05
4701,Cuisance,Venezia,2021-22,682759608cf34139
5490,Peretz,Venezia,2021-22,1f589a25b0648d38
5499,Hongla,Verona,2021-22,0827ea5f8365dc62
5511,Matheus Henrique,Sassuolo,2021-22,26736bc89efae47f
5798,Bohinen,Salernitana,2021-22,b4a9f89463ce4250
181,Vecino,Inter,2021-22,5690d67c82572452
264,Bessa,Verona,2021-22,f527cbe2d5a2ff7c
305,Sturaro,Genoa,2021-22,a3617c7e6b34b51f
434,Jajalo,Udinese,2021-22,53b9a00d032e5d43
556,Baselli,Cagliari,2021-22,f4afbd6353b875b0
557,Benassi,Empoli,2021-22,59d27fc15a62fb8b
2154,Vignato,Bologna,2021-22,4a3bb2f9c503213c
2391,Ekdal,Sampdoria,2021-22,3dadf3d959ac1bc6
2703,Adrien Silva,Sampdoria,2021-22,ae91f1ca8d18d297
2855,Vieira,Sampdoria,2021-22,5240dbc4a6e60573
4285,Arthur,Juventus,2021-22,615193f904a227a9
4725,Demme,Napoli,2021-22,c27f829ac3b2d498
5470,Schiavone,Salernitana,2021-22,f21e6751a5cb9347
5488,Fiordilino,Venezia,2021-22,a23b8aef35019d25
5491,Taugourdeau,Venezia,2021-22,8df4d6402f15332a
5508,Vacca,Venezia,2021-22,c9de849384d23348
5705,Galdames,Genoa,2021-22,7f30859465b303ff
560,Obi,Salernitana,2021-22,5c504a8ae1716028
2107,Kiyine,Venezia,2021-22,891d4e26ad1402bd
2161,Haas,Empoli,2021-22,ff4dfc484a76ff95
2825,Bourabia,Spezia,2021-22,0c46b888d1cbb26a
4411,Agoume,Inter,2021-22,79c6232addc73d68
4894,Haraslin,Sassuolo,2021-22,d04ab19b7ab851b6
4978,Damsgaard,Sampdoria,2021-22,5e5934f3d8fdb3e6
5462,Ciervo,Sassuolo,2021-22,676c04defc9d805e
5468,Cavion,Salernitana,2021-22,cecb9b6cca6b0999
173,Capezzi,Salernitana,2021-22,5cef2761ef6aa47e
440,Viola,Bologna,2021-22,2f9d8b5e27798bf5
528,Magnanelli,Sassuolo,2021-22,1ed3043a110f76f2
600,Verre,Empoli,2021-22,ce42048032aa6b62
644,Pulgar,Fiorentina,2021-22,8073f53b660acdf7
2008,Linetty,Torino,2021-22,4761e933c390dba8
2286,Crociata,Empoli,2021-22,3a3007e2e7528f2c
2302,Behrami,Genoa,2021-22,2e3e3e15156d3c50
2472,Ramsey,Juventus,2021-22,917af8c6f80418b8
2639,Bakayoko,Milan,2021-22,f512f47489929536
2692,Castillejo,Milan,2021-22,0799516be3fb4fc5
4389,Anderson A.,Lazio,2021-22,7ddb538f8db62fdc
4423,Hernani,Genoa,2021-22,05fc218e8f3e2eec
4921,Askildsen,Sampdoria,2021-22,80bddfdd72d55012
5423,Bove,Roma,2021-22,4029236bb9c72317
5487,Heymans,Venezia,2021-22,ab4adb5a99635c93
5492,Tessmann,Venezia,2021-22,a17c63f41ca7cb61
5501,Sigurdsson A.,Venezia,2021-22,f0441c7d4fa581e6
5510,Romero L.,Lazio,2021-22,96a7a997b420b66c
5722,Nguiamba,Spezia,2021-22,58d418f84a5ab816
58,Diawara,Roma,2021-22,abf1ac5e90b29e00
400,Dezi,Venezia,2021-22,5a870e37bb4ad789
470,Strootman,Cagliari,2021-22,4f7b73835094dd70
2213,Cassata,Genoa,2021-22,60bf17be8fc70457
2835,Kingsley,Bologna,2021-22,d763fbf7e641f036
4327,Oliva,Cagliari,2021-22,65310e8f4ce328ed
4501,Obiang,Sassuolo,2021-22,b505470d42b5a8a6
4885,Villar,Roma,2021-22,4324332d860128bd
4919,Baldursson,Bologna,2021-22,1a5bc21dd0eede17
4935,Ladinetti,Cagliari,2021-22,be99a809d7c16b6c
4953,Palumbo,Juventus,2021-22,de0dd840a9ce2b9c
4975,Escalante,Lazio,2021-22,0acfea91800bde20
4995,Segre,Torino,2021-22,2e1f80ccf1bcdd72
5312,Leo' Sena,Spezia,2021-22,b5b687e3a4a0321a
5346,Rojas,Bologna,2021-22,fc6fea5b0c058716
5420,Darboe,Roma,2021-22,0c93c3bc70f99e65
5444,Cortinovis,Atalanta,2021-22,4bb45c543614b3ef
5452,Damiani,Empoli,2021-22,93df94c95fddc774
5467,Boultam,Salernitana,2021-22,8eb4f21d6a453c69
5469,Di Tacchio,Salernitana,2021-22,ef6fb14c20b6aaee
5476,Kornvig,Spezia,2021-22,e381a0154c67757e
5485,Bjarkason,Venezia,2021-22,1c3172529ad2da0b
5489,Pecile,Venezia,2021-22,56b25857cb0bc121
5516,Bianco,Fiorentina,2021-22,8886c797a00153ac
5517,Yepes,Sampdoria,2021-22,408b6ef576740d6d
5519,Sher,Spezia,2021-22,38209130b8cfb66d
5684,Toure' A.,Genoa,2021-22,2894455ef49444c1
5689,Ihattaren,Sampdoria,2021-22,302f46b96c7b9a99
5725,Kone B.,Torino,2021-22,a39881eef4624ea5
5789,Praszelik,Verona,2021-22,cfb7cb986947508a
785,Immobile,Lazio,2021-22,ddc8fc074d44fbd1
2610,Ronaldo,Juventus,2021-22,2b225155eb9153b0
4661,Osimhen,Napoli,2021-22,7e4a0c36b0cb466b
410,Mertens,Napoli,2021-22,0a75140e009b4057
1958,Caprari,Verona,2021-22,97e5dd0730dc1dbd
2119,Deulofeu,Udinese,2021-22,ac847d407b9a7595
507,Muriel,Atalanta,2021-22,075b136d4540e876
2544,Abraham,Roma,2021-22,1517d545cc11283e
647,Dzeko,Inter,2021-22,cfcb04a3486dd127
4200,Giroud,Milan,2021-22,c8c93c5f1e74d350
4268,Arnautovic,Bologna,2021-22,b6e71e90b8516fb2
409,Insigne,Napoli,2021-22,fcd73b935320cb3c
1874,Joao Pedro,Cagliari,2021-22,093c27f06519c362
215,Verde,Spezia,2021-22,2030abee0fb9718b
472,Destro,Genoa,2021-22,0df7fa84fe561dd6
2530,Ibrahimovic,Milan,2021-22,7603b22b84c8de50
4179,Gonzalez N.,Fiorentina,2021-22,7f6b9aec0c151cd5
2719,Barrow,Bologna,2021-22,862c0e6f169bc908
4184,Brekalo,Torino,2021-22,174805d25f7672a9
2819,Caputo,Sampdoria,2021-22,ae6798af508ae6ad
5694,Beto,Udinese,2021-22,df40bb87c05b8fc3
5786,Cabral,Fiorentina,2021-22,5ee69905c17b5eac
495,Correa,Inter,2021-22,29b502e872f1e57b
4517,Lozano,Napoli,2021-22,bfd43f94534d85ba
5676,Success,Udinese,2021-22,53a5687cb26dc41f
2475,Sanchez,Inter,2021-22,fca997c4fc69aaa6
1857,Di Francesco F.,Empoli,2021-22,9d8db9fb9116e25a
5529,Henry,Venezia,2021-22,3eca10f30041813f
407,Gabbiadini,Sampdoria,2021-22,369b25bd618b45f8
652,Kalinic,Verona,2021-22,a187374398728370
5311,Shomurodov,Roma,2021-22,5e6067c76ace5918
177,Ilicic,Atalanta,2021-22,9b4c4973bab91d42
186,Rebic,Milan,2021-22,5e7c2154ad0f84be
5292,Lammers,Atalanta,2021-22,5bb91ca4cb32e23e
568,Quagliarella,Sampdoria,2021-22,401f399bc3d0eeea
2756,Piatek,Fiorentina,2021-22,57c88a0ae43cebcc
2826,Pussetto,Udinese,2021-22,bb4bf5c077d3accd
4324,Okaka,Udinese,2021-22,c2b2507216dc877f
90,Lasagna,Verona,2021-22,cf6bcb5c21a4b1a6
4477,La Mantia,Empoli,2021-22,adb5edaaac45f4df
383,Petagna,Napoli,2021-22,a77df71149e1e770
649,Manaj,Spezia,2021-22,af18d8a65a465d08
1998,Pjaca,Torino,2021-22,e956f3db74e3ac43
4992,Gyasi,Spezia,2021-22,6ed667b3e209e3d8
5797,Nsame,Venezia,2021-22,981e8dd51e759dfc
311,Llorente,Udinese,2021-22,53575d2f29f36e25
345,Keita B.,Cagliari,2021-22,92e80b972d0090cb
643,Defrel,Sassuolo,2021-22,bcf802d3ddad9de7
2155,Cutrone,Empoli,2021-22,1c9c490e38abeba8
2409,Ribery,Salernitana,2021-22,266701d9a10ce551
5755,Yeboah,Genoa,2021-22,f41e1e7980297872
537,Sansone,Bologna,2021-22,fede0fda53fad02c
1997,Simy,Salernitana,2021-22,b34f077d3d80a724
2284,Caicedo,Inter,2021-22,5a40a8ea4d1ad58d
2323,Nani,Venezia,2021-22,0501280037c4ae53
4507,Tutino,Napoli,2021-22,291791ded94ed957
5714,Gondo,Salernitana,2021-22,591fc7c3f020c800
5796,Supryaga,Sampdoria,2021-22,cda06a985540eddd
5801,Mousset,Salernitana,2021-22,dc3c652d5563ad04
475,Iago Falque,Torino,2021-22,c95cb7469f7f6a45
1943,Nestorovski,Udinese,2021-22,8b8475054e393dce
2762,Kouame',Fiorentina,2021-22,ad17bd0dfcfbba43
5004,Forestieri,Udinese,2021-22,e348d7636859719d
5496,Johnsen,Venezia,2021-22,a118e71f3692279b
5807,Jovane,Lazio,2021-22,d66a069b4f140e3c
